states,year,quarter,trans_type,trans_counts,amount
Tripura,2019,3,Recharge & bill payments,339539,81845425.35
Tripura,2019,3,Peer-to-peer payments,270163,884623553.9
Tripura,2019,3,Merchant payments,68399,44802063.64
Tripura,2019,3,Financial Services,27970,582020.99
Tripura,2019,3,Others,5646,5524358.93
Tripura,2019,4,Recharge & bill payments,373779,88001651.29
Tripura,2019,4,Peer-to-peer payments,359076,1071507586.0
Tripura,2019,4,Merchant payments,62458,51274033.72
Tripura,2019,4,Financial Services,2239,377097.67
Tripura,2019,4,Others,4272,4239791.59
Tripura,2020,1,Recharge & bill payments,449584,114355218.04
Tripura,2020,1,Peer-to-peer payments,366218,1400694933.57
Tripura,2020,1,Merchant payments,102861,68590603.64
Tripura,2020,1,Financial Services,1722,1066651.52
Tripura,2020,1,Others,4117,4071399.62
Tripura,2020,2,Recharge & bill payments,600206,163220166.77
Tripura,2020,2,Peer-to-peer payments,346863,1501452755.69
Tripura,2020,2,Merchant payments,97816,99795973.61
Tripura,2020,2,Financial Services,2904,2247782.52
Tripura,2020,2,Others,4731,2459205.0
Tripura,2020,3,Recharge & bill payments,627363,185201997.28
Tripura,2020,3,Peer-to-peer payments,477769,1959371082.92
Tripura,2020,3,Merchant payments,202106,190218136.28
Tripura,2020,3,Financial Services,3828,3141391.58
Tripura,2020,3,Others,6819,3886908.16
Tripura,2020,4,Peer-to-peer payments,650386,2683789889.83
Tripura,2020,4,Recharge & bill payments,631611,192385823.43
Tripura,2020,4,Merchant payments,357567,296872485.42
Tripura,2020,4,Financial Services,4084,3666639.31
Tripura,2020,4,Others,8242,5416158.23
Tripura,2021,1,Peer-to-peer payments,643366,2821226150.59
Tripura,2021,1,Recharge & bill payments,508718,173211140.89
Tripura,2021,1,Merchant payments,350366,333743281.32
Tripura,2021,1,Financial Services,3146,2879929.22
Tripura,2021,1,Others,5827,4281067.76
Tripura,2021,2,Peer-to-peer payments,703728,2865655130.43
Tripura,2021,2,Recharge & bill payments,589839,189808502.91
Tripura,2021,2,Merchant payments,440060,404915546.52
Tripura,2021,2,Financial Services,3656,3503925.34
Tripura,2021,2,Others,7146,4271255.84
Tripura,2021,3,Peer-to-peer payments,864329,3491901741.16
Tripura,2021,3,Recharge & bill payments,620991,215226019.58
Tripura,2021,3,Merchant payments,584079,648504775.62
Tripura,2021,3,Financial Services,2886,3473153.09
Tripura,2021,3,Others,8915,5028078.73
Tripura,2021,4,Peer-to-peer payments,1060915,4368786747.1
Tripura,2021,4,Merchant payments,793636,874005407.71
Tripura,2021,4,Recharge & bill payments,650251,241225282.07
Tripura,2021,4,Financial Services,3635,5073898.61
Tripura,2021,4,Others,12256,7838128.8
Tripura,2022,1,Peer-to-peer payments,1221863,4934712034.37
Tripura,2022,1,Merchant payments,992891,1037265262.66
Tripura,2022,1,Recharge & bill payments,641170,262348231.0
Tripura,2022,1,Financial Services,4351,5782533.24
Tripura,2022,1,Others,10915,7221703.09
Tripura,2022,2,Peer-to-peer payments,1443647,5354182193.79
Tripura,2022,2,Merchant payments,1322009,1235804019.56
Tripura,2022,2,Recharge & bill payments,638643,278018856.18
Tripura,2022,2,Financial Services,3812,4533635.77
Tripura,2022,2,Others,10553,5732336.74
Tripura,2022,3,Peer-to-peer payments,1836678,6718925839.05
Tripura,2022,3,Merchant payments,1660497,1589078400.26
Tripura,2022,3,Recharge & bill payments,745382,329401812.41
Tripura,2022,3,Financial Services,4343,5330626.12
Tripura,2022,3,Others,9679,5616127.07
Tripura,2022,4,Peer-to-peer payments,2252390,8142233538.41
Tripura,2022,4,Merchant payments,2054988,1925282618.81
Tripura,2022,4,Recharge & bill payments,874800,373875271.2
Tripura,2022,4,Financial Services,5787,5028488.55
Tripura,2022,4,Others,10225,6551901.18
Uttar Pradesh,2018,1,Recharge & bill payments,7003704,1201827543.88
Uttar Pradesh,2018,1,Peer-to-peer payments,4123625,11786969148.76
Uttar Pradesh,2018,1,Merchant payments,442436,428301434.28
Uttar Pradesh,2018,1,Financial Services,397328,75150444.99
Uttar Pradesh,2018,1,Others,570712,447722351.31
Uttar Pradesh,2018,2,Recharge & bill payments,9232131,2044535461.48
Uttar Pradesh,2018,2,Peer-to-peer payments,6484369,22197440015.95
Uttar Pradesh,2018,2,Merchant payments,909545,799920463.27
Uttar Pradesh,2018,2,Financial Services,563213,105536911.84
Uttar Pradesh,2018,2,Others,521685,572768843.16
Uttar Pradesh,2018,3,Peer-to-peer payments,13828768,32944051606.98
Uttar Pradesh,2018,3,Recharge & bill payments,9140873,2485029062.89
Uttar Pradesh,2018,3,Merchant payments,2397448,1012726185.12
Uttar Pradesh,2018,3,Financial Services,603303,76605144.66
Uttar Pradesh,2018,3,Others,544964,493702369.59
Uttar Pradesh,2018,4,Peer-to-peer payments,15804910,48836291123.91
Uttar Pradesh,2018,4,Recharge & bill payments,11976808,3040717446.73
Uttar Pradesh,2018,4,Merchant payments,6953857,2480267671.26
Uttar Pradesh,2018,4,Financial Services,517619,76250539.86
Uttar Pradesh,2018,4,Others,847573,663216794.16
Uttar Pradesh,2019,1,Peer-to-peer payments,32062452,68506766330.45
Uttar Pradesh,2019,1,Recharge & bill payments,15400713,4231102032.96
Uttar Pradesh,2019,1,Merchant payments,8558766,3105904146.21
Uttar Pradesh,2019,1,Financial Services,389733,43341558.49
Uttar Pradesh,2019,1,Others,912840,637066065.91
Uttar Pradesh,2019,2,Peer-to-peer payments,27105049,87581482658.95
Uttar Pradesh,2019,2,Recharge & bill payments,17551537,5627886175.91
Uttar Pradesh,2019,2,Merchant payments,12733089,4894223107.45
Uttar Pradesh,2019,2,Financial Services,264091,38169259.95
Uttar Pradesh,2019,2,Others,1229734,775758168.42
Uttar Pradesh,2019,3,Peer-to-peer payments,26990786,95134023863.98
Uttar Pradesh,2019,3,Recharge & bill payments,20359672,8000160942.6
Uttar Pradesh,2019,3,Merchant payments,19625935,7399443975.24
Uttar Pradesh,2019,3,Financial Services,258548,51363215.15
Uttar Pradesh,2019,3,Others,1389018,683145478.09
Uttar Pradesh,2019,4,Peer-to-peer payments,40540310,126564888408.13
Uttar Pradesh,2019,4,Recharge & bill payments,24299776,9082140369.77
Uttar Pradesh,2019,4,Merchant payments,20582052,9412924984.97
Uttar Pradesh,2019,4,Financial Services,242936,45686806.83
Uttar Pradesh,2019,4,Others,1239931,433285937.59
Uttar Pradesh,2020,1,Peer-to-peer payments,39581157,147734706846.56
Uttar Pradesh,2020,1,Recharge & bill payments,29777603,11168417430.65
Uttar Pradesh,2020,1,Merchant payments,26741638,13072371616.87
Uttar Pradesh,2020,1,Financial Services,139990,64365117.41
Uttar Pradesh,2020,1,Others,998744,376573949.2
Uttar Pradesh,2020,2,Recharge & bill payments,42229417,14668026056.37
Uttar Pradesh,2020,2,Peer-to-peer payments,39434202,150079524408.87
Uttar Pradesh,2020,2,Merchant payments,18625913,13655151082.57
Uttar Pradesh,2020,2,Financial Services,150360,131930242.9
Uttar Pradesh,2020,2,Others,412073,209384339.57
Uttar Pradesh,2020,3,Peer-to-peer payments,54449911,207530912756.73
Uttar Pradesh,2020,3,Recharge & bill payments,37465163,16437365640.85
Uttar Pradesh,2020,3,Merchant payments,34697942,24224433240.84
Uttar Pradesh,2020,3,Financial Services,206210,194129227.54
Uttar Pradesh,2020,3,Others,586033,303114557.1
Uttar Pradesh,2020,4,Peer-to-peer payments,75433782,294401153346.76
Uttar Pradesh,2020,4,Merchant payments,61922138,44438824680.67
Uttar Pradesh,2020,4,Recharge & bill payments,39570153,17793973968.76
Uttar Pradesh,2020,4,Financial Services,246868,255803306.14
Uttar Pradesh,2020,4,Others,994576,539071475.93
Uttar Pradesh,2021,1,Peer-to-peer payments,85539321,321609613378.68
Uttar Pradesh,2021,1,Merchant payments,78873969,55362244381.44
Uttar Pradesh,2021,1,Recharge & bill payments,38981894,18563189222.33
Uttar Pradesh,2021,1,Financial Services,250656,266104783.74
Uttar Pradesh,2021,1,Others,853707,486435811.38
Uttar Pradesh,2021,2,Peer-to-peer payments,102927942,388761820128.46
Uttar Pradesh,2021,2,Merchant payments,84860582,70351401159.79
Uttar Pradesh,2021,2,Recharge & bill payments,53030710,22266927128.75
Uttar Pradesh,2021,2,Financial Services,270944,266853066.83
Uttar Pradesh,2021,2,Others,858953,525487682.56
Uttar Pradesh,2021,3,Peer-to-peer payments,127945827,440726915882.17
Uttar Pradesh,2021,3,Merchant payments,126699830,91089049637.02
Uttar Pradesh,2021,3,Recharge & bill payments,50414232,24348150109.64
Uttar Pradesh,2021,3,Financial Services,253418,292009129.03
Uttar Pradesh,2021,3,Others,1230077,624716522.07
Uttar Pradesh,2021,4,Merchant payments,183966052,142889329646.05
Uttar Pradesh,2021,4,Peer-to-peer payments,167503176,600973581946.68
Uttar Pradesh,2021,4,Recharge & bill payments,52863531,28812549097.66
Uttar Pradesh,2021,4,Financial Services,353219,386356976.49
Uttar Pradesh,2021,4,Others,1471954,829152405.34
Uttar Pradesh,2022,1,Merchant payments,221556930,165543931419.27
Uttar Pradesh,2022,1,Peer-to-peer payments,195592648,684758883172.67
Uttar Pradesh,2022,1,Recharge & bill payments,54873261,31683813998.39
Uttar Pradesh,2022,1,Financial Services,358499,386218170.6
Uttar Pradesh,2022,1,Others,1571908,750327356.1
Uttar Pradesh,2022,2,Merchant payments,298721048,216176289528.43
Uttar Pradesh,2022,2,Peer-to-peer payments,232444860,812579156783.27
Uttar Pradesh,2022,2,Recharge & bill payments,62659780,37867966758.89
Uttar Pradesh,2022,2,Financial Services,268349,285646084.33
Uttar Pradesh,2022,2,Others,1204739,606123265.09
Uttar Pradesh,2022,3,Merchant payments,361972506,232005905549.14
Uttar Pradesh,2022,3,Peer-to-peer payments,267205027,844564255684.5
Uttar Pradesh,2022,3,Recharge & bill payments,72984811,43854148172.59
Uttar Pradesh,2022,3,Financial Services,367887,344330142.14
Uttar Pradesh,2022,3,Others,1058841,601411350.41
Uttar Pradesh,2022,4,Merchant payments,439247166,296781967366.65
Uttar Pradesh,2022,4,Peer-to-peer payments,317613698,1030345562935.88
Uttar Pradesh,2022,4,Recharge & bill payments,78025017,48159073834.94
Uttar Pradesh,2022,4,Financial Services,418329,430212917.28
Uttar Pradesh,2022,4,Others,1064861,661985014.76
Uttarakhand,2018,1,Recharge & bill payments,730428,124377517.33
Uttarakhand,2018,1,Peer-to-peer payments,399545,1296603346.33
Uttarakhand,2018,1,Merchant payments,35382,39372913.1
Uttarakhand,2018,1,Financial Services,27761,5637758.56
Uttarakhand,2018,1,Others,53569,42553823.19
Uttarakhand,2018,2,Recharge & bill payments,946332,193802092.82
Uttarakhand,2018,2,Peer-to-peer payments,620490,2358941864.77
Uttarakhand,2018,2,Merchant payments,60494,66946005.76
Uttarakhand,2018,2,Financial Services,29919,7913276.78
Uttarakhand,2018,2,Others,46887,52152138.42
Uttarakhand,2018,3,Peer-to-peer payments,1049725,3356030294.93
Uttarakhand,2018,3,Recharge & bill payments,1004356,239244556.77
Uttarakhand,2018,3,Merchant payments,112342,84447374.87
Uttarakhand,2018,3,Financial Services,22792,4334709.91
Uttarakhand,2018,3,Others,39917,42516103.39
Uttarakhand,2018,4,Peer-to-peer payments,1556731,5072621132.34
Uttarakhand,2018,4,Recharge & bill payments,1252124,292877734.34
Uttarakhand,2018,4,Merchant payments,289733,228453045.85
Uttarakhand,2018,4,Financial Services,29916,6035161.1
Uttarakhand,2018,4,Others,50257,54285064.33
Uttarakhand,2019,1,Peer-to-peer payments,3499130,6512361464.5
Uttarakhand,2019,1,Recharge & bill payments,1590269,394631055.69
Uttarakhand,2019,1,Merchant payments,372290,226281078.77
Uttarakhand,2019,1,Financial Services,28784,3951610.3
Uttarakhand,2019,1,Others,55528,46303966.01
Uttarakhand,2019,2,Peer-to-peer payments,2383662,7752954670.58
Uttarakhand,2019,2,Recharge & bill payments,1616176,454962951.91
Uttarakhand,2019,2,Merchant payments,721858,323876953.41
Uttarakhand,2019,2,Financial Services,21852,2550386.48
Uttarakhand,2019,2,Others,69727,54187888.54
Uttarakhand,2019,3,Peer-to-peer payments,2313544,8512622076.44
Uttarakhand,2019,3,Recharge & bill payments,2201606,683772296.97
Uttarakhand,2019,3,Merchant payments,1121052,480794827.12
Uttarakhand,2019,3,Financial Services,12119,4570326.19
Uttarakhand,2019,3,Others,62155,47272543.29
Uttarakhand,2019,4,Peer-to-peer payments,3210116,11020339546.6
Uttarakhand,2019,4,Recharge & bill payments,2547173,817728111.46
Uttarakhand,2019,4,Merchant payments,1542944,701746516.87
Uttarakhand,2019,4,Financial Services,11585,3555524.38
Uttarakhand,2019,4,Others,50298,30336605.84
Uttarakhand,2020,1,Peer-to-peer payments,3792776,13999676596.87
Uttarakhand,2020,1,Recharge & bill payments,2990764,1028598924.45
Uttarakhand,2020,1,Merchant payments,2289657,1094245197.24
Uttarakhand,2020,1,Financial Services,10246,8180881.81
Uttarakhand,2020,1,Others,48341,27378658.63
Uttarakhand,2020,2,Recharge & bill payments,3755695,1303523584.94
Uttarakhand,2020,2,Peer-to-peer payments,3656029,13572964169.69
Uttarakhand,2020,2,Merchant payments,1587042,1181497493.03
Uttarakhand,2020,2,Financial Services,15023,17612288.06
Uttarakhand,2020,2,Others,33981,18590166.38
Uttarakhand,2020,3,Peer-to-peer payments,4836512,18377468807.45
Uttarakhand,2020,3,Recharge & bill payments,3751993,1509373287.7
Uttarakhand,2020,3,Merchant payments,3164623,2166776519.85
Uttarakhand,2020,3,Financial Services,20455,26449980.58
Uttarakhand,2020,3,Others,45352,23442372.42
Uttarakhand,2020,4,Peer-to-peer payments,6748183,25748737002.14
Uttarakhand,2020,4,Merchant payments,6629201,4274032856.65
Uttarakhand,2020,4,Recharge & bill payments,4140391,1697819950.56
Uttarakhand,2020,4,Financial Services,27120,29791064.76
Uttarakhand,2020,4,Others,68376,42358455.01
Uttarakhand,2021,1,Merchant payments,8393767,5283142247.07
Uttarakhand,2021,1,Peer-to-peer payments,7981710,29202365442.63
Uttarakhand,2021,1,Recharge & bill payments,4146569,1727960484.03
Uttarakhand,2021,1,Financial Services,30208,38400864.0
Uttarakhand,2021,1,Others,56148,36320362.17
Uttarakhand,2021,2,Peer-to-peer payments,9374939,32674145244.39
Uttarakhand,2021,2,Merchant payments,9134389,6257528832.06
Uttarakhand,2021,2,Recharge & bill payments,5388285,1979824048.82
Uttarakhand,2021,2,Financial Services,31497,35404991.87
Uttarakhand,2021,2,Others,71322,43914757.7
Uttarakhand,2021,3,Merchant payments,13673085,9001414756.07
Uttarakhand,2021,3,Peer-to-peer payments,11867174,39256650720.02
Uttarakhand,2021,3,Recharge & bill payments,5388011,2182554095.26
Uttarakhand,2021,3,Financial Services,27839,38013969.98
Uttarakhand,2021,3,Others,86175,48863242.23
Uttarakhand,2021,4,Merchant payments,19850878,13515464697.76
Uttarakhand,2021,4,Peer-to-peer payments,14819203,49969580473.08
Uttarakhand,2021,4,Recharge & bill payments,5536262,2540546090.02
Uttarakhand,2021,4,Financial Services,38764,51212042.38
Uttarakhand,2021,4,Others,116173,71304856.18
Uttarakhand,2022,1,Merchant payments,22595602,14585438346.47
Uttarakhand,2022,1,Peer-to-peer payments,16201632,53535521438.96
Uttarakhand,2022,1,Recharge & bill payments,5617605,2745987927.68
Uttarakhand,2022,1,Financial Services,39033,49695999.72
Uttarakhand,2022,1,Others,106900,62138787.24
Uttarakhand,2022,2,Merchant payments,32087670,19479185362.3
Uttarakhand,2022,2,Peer-to-peer payments,19677409,65563901300.31
Uttarakhand,2022,2,Recharge & bill payments,6263098,3174160697.86
Uttarakhand,2022,2,Financial Services,32284,37217548.79
Uttarakhand,2022,2,Others,106417,58906116.08
Uttarakhand,2022,3,Merchant payments,35069444,20528059274.25
Uttarakhand,2022,3,Peer-to-peer payments,22031045,68377272372.61
Uttarakhand,2022,3,Recharge & bill payments,6765699,3633710468.8
Uttarakhand,2022,3,Financial Services,38061,44669245.27
Uttarakhand,2022,3,Others,92270,57548577.44
Uttarakhand,2022,4,Merchant payments,43185705,26026949674.25
Uttarakhand,2022,4,Peer-to-peer payments,27043038,85220041974.58
Uttarakhand,2022,4,Recharge & bill payments,7610775,4128624164.75
Uttarakhand,2022,4,Financial Services,44569,55762460.39
Uttarakhand,2022,4,Others,99793,64668557.39
West Bengal,2018,1,Recharge & bill payments,5773831,964309485.96
West Bengal,2018,1,Peer-to-peer payments,4383075,8874266825.99
West Bengal,2018,1,Financial Services,665171,119502271.67
West Bengal,2018,1,Merchant payments,443378,366788699.66
West Bengal,2018,1,Others,444770,301111268.87
West Bengal,2018,2,Peer-to-peer payments,8284944,15889890046.86
West Bengal,2018,2,Recharge & bill payments,7360522,1563841173.84
West Bengal,2018,2,Financial Services,1121570,160809685.94
West Bengal,2018,2,Merchant payments,937608,715914360.82
West Bengal,2018,2,Others,377802,298728202.74
West Bengal,2018,3,Peer-to-peer payments,41882429,38439798815.24
West Bengal,2018,3,Recharge & bill payments,7596315,1992473341.28
West Bengal,2018,3,Merchant payments,2252265,979603555.14
West Bengal,2018,3,Financial Services,1619524,185187032.9
West Bengal,2018,3,Others,354883,246871438.63
West Bengal,2018,4,Peer-to-peer payments,17154995,35303180047.06
West Bengal,2018,4,Recharge & bill payments,9425082,2467741143.23
West Bengal,2018,4,Merchant payments,8633569,2294203496.66
West Bengal,2018,4,Financial Services,734796,93755616.52
West Bengal,2018,4,Others,565106,330738908.24
West Bengal,2019,1,Peer-to-peer payments,27374206,44170923881.74
West Bengal,2019,1,Recharge & bill payments,11659948,3021107711.9
West Bengal,2019,1,Merchant payments,7636726,2645438308.34
West Bengal,2019,1,Financial Services,525650,47986448.47
West Bengal,2019,1,Others,429858,279216273.43
West Bengal,2019,2,Peer-to-peer payments,20285958,48394974398.38
West Bengal,2019,2,Merchant payments,13646142,4657258459.15
West Bengal,2019,2,Recharge & bill payments,12129638,3676123279.38
West Bengal,2019,2,Financial Services,421037,45646046.99
West Bengal,2019,2,Others,540760,331688935.23
West Bengal,2019,3,Merchant payments,30804036,8273187167.08
West Bengal,2019,3,Peer-to-peer payments,21522913,57058405341.48
West Bengal,2019,3,Recharge & bill payments,13011501,4832486821.89
West Bengal,2019,3,Financial Services,558653,57054414.84
West Bengal,2019,3,Others,547726,319398871.55
West Bengal,2019,4,Peer-to-peer payments,67037576,76593333397.87
West Bengal,2019,4,Recharge & bill payments,14511711,4859794689.9
West Bengal,2019,4,Merchant payments,14187744,6477138700.81
West Bengal,2019,4,Financial Services,653648,77047243.73
West Bengal,2019,4,Others,415159,196296222.34
West Bengal,2020,1,Peer-to-peer payments,28457404,82770282623.81
West Bengal,2020,1,Merchant payments,19779392,8097859088.52
West Bengal,2020,1,Recharge & bill payments,17448908,5550815439.73
West Bengal,2020,1,Financial Services,210068,58280893.55
West Bengal,2020,1,Others,354609,176067145.32
